ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-02435	@_iN18_ الله يبارك فيك 😘\nيارب .. شاكر للطفك ودعواتك 🌹	joy	0.469
2018-Ar-02214	إيه لا لا لا...😉😉 الفرح حيبوظ على وحدة ماتت ولا إيه😂😂🙊🙉🙈🙈😂😂 #أكرم_حسني ❤ #الحب #خفة_دم   🙈🙉💚💚😂\n#ريح_المدام	joy	0.469
2018-Ar-01712	بجد الاعللن كان حلو جدا وحسيما انكوا بتفرحوهم بجد	joy	0.633
2018-Ar-02452	@moe_l_ السعاده مش طموح دي حاله او اُسلوب حياه ولحظات بنعيشها	joy	0.578
2018-Ar-02891	⁦مرحبا أنتي جميله وهناك شخص يحبك كوني سعيده دائما لأن عيناك مذهله عندما تبتسمين 💘	joy	0.578
2018-Ar-00047	#احتفالات_عيد_الرياض يا سلام عندنا الجسر المعلق وطريق الملك خريص فديت السياحة والترفيه يخقق 😊	joy	0.422
2018-Ar-02262	#سعادة\n\nلما تجيك دعوة حلوة من شخص من زمان مو مكلمه❤️ الله لا يحرمني يارب من الناس الطيبة الزكية ❤️	joy	0.875
2018-Ar-02018	شكرا #حلاوة_الدنيا ع النهاية العبقرية المليانة بالفرح و الأمل و التفاؤل لأي مريض 💜	joy	0.641
2018-Ar-03547	احتفالية جمهور الأهلي ب صالح جمعه بعد أداءه الرائع بمباراة سموحة لابد أن تدفعه لإظهار المزيد من التألق ما أروع أن يعشقك جمهورك ننتظر المزيد	joy	0.468
2018-Ar-04061	اسال الله العظيم رب العرش العظيم ان يشفي كل مرض السلطان حنين الخرجي محاربه التهاب الدم #جائزة_موبايلي_للأعمال_التطوعية	joy	0.203
2018-Ar-02209	كما انني اتمنى لو ان تتاح لي الفرصة بالدبلجة لقنوات الرسوم المتحركة لذا لا افهم هل اعتبر ما قلته لي اهانة مثلا 🙃 😂	joy	0.438
2018-Ar-00830	@silvrena يب كل هذا التشويق لازم عندهم كم قنبلة مجهزينها للمعرض	joy	0.297
2018-Ar-01425	#اخترنا_السعودية ان شاء الله ما تخيب مساعي المملكة لما فيه صلاح وخير لها ولجيرانها الباقي على العهد والوعد فالمصير مشترك ولا عزاء لمن تخلف	joy	0.281
2018-Ar-04000	مؤخرا أمارس لعبة مع نفسي أمسك قران أو كتاب و أفتح بعشوائية و أقول أول صفحة تطلع ببحث فيها برسالة موجهة لي وتناسبني بمرحلتي الآن #بهجة	joy	0.656
2018-Ar-03546	تتوقعون وش بيصير الاحد 😎😂 داىم يبهرنا سرور بااشياءه فااباذن الله شي جميل #سنابات_سرور_الروقي	joy	0.531
2018-Ar-02454	بينيك امك يا ابن المتماكة يا خول اول مرة اشوف متناك فرحان ان امه واخته بيتناكوا	joy	0.109
2018-Ar-04224	البنات اللي بكتبوا بالبيو عصبيةة و مزاجية و عنيدة...، ع شو فرحانة بالزبط !!	joy	0.291
2018-Ar-04053	بقولها بكل فخر انا مش متابع اي حاجة في التلفزيون في رمضان #راحة_البال	joy	0.359
2018-Ar-03023	#بحر #قمر #هدوء ليس هناك اروع من الخلوة مع الله #أحبك ربي ربي لاتجعل في قلبي سواك وارزقني الانس بقربك ولذة النظر الى وجهك ياحي ياقيوم ❤️	joy	0.547
2018-Ar-02471	#سيدي_سلمان_عز_وفخر\nالحين ارفع راسي احمد الله اني من شعب سلمان🇸🇦🇸🇦🇸🇦🇸🇦.	joy	0.422
2018-Ar-00564	أولى به أن يأتي قبل #عيد جديد فما زال هناك #أمل	joy	0.391
2018-Ar-01464	الإعلان جميل جداا بجد😍كل شويه اعيد فيه و اتفرج عليه😍😍\nالبرنس ❤💪 ربنا معاك يااآرب يا احسن برنس💖و ربنا يشفي كل مريض💔\n@ahelmy \n#ماس_احمد\n#حلمي	joy	0.719
2018-Ar-01447	ههااي #فكاهة	joy	0.419
2018-Ar-02330	صلاة الفجر ابتسامةالسعداء وطمأنينة الروح وعشق الأنقياء لركعتين يرون بها نعيم الجنة	joy	0.672
2018-Ar-03968	اهم حاجة الطقوس " معلومة ع الطاير " الطقس " هو طريقة الوصول الى النشوة " كل سنة و انت طيب يا حوبي	joy	0.266
2018-Ar-00793	يدبر الأمر من السماء إلى الأرض #راحة ❤️	joy	0.516
2018-Ar-00965	#تتويج_الهلال ليلة كانت فرح والوان من السعاده والترف ليلة ذهب وشجن وطرب وجمال 💙 🎵 #ساره_سعد	joy	0.766
2018-Ar-02820	#بهجة_أمل ٤٦ لما اشوف الحمام 😍 و هم متجمعين يأكلون ززرعوا كمية دهشة و سعادة بقلبي فكروني بحمام الحرم انهم كيووت 😍 😍 💕	joy	0.797
2018-Ar-02934	وحنا ندعمكم ياوليد انت وطارق أزهاره 😂👌🏻 #المعزب23	joy	0.274
2018-Ar-03273	كل سنه وكل حبايبي بخير وسعاده😍\nويارب تكون ايام جميله علينا كلنا ونكون الي الله اقرب 😍❤️\nرمضااااااااااااااااان كريم 😉💐🌹	joy	0.790
2018-Ar-00684	@AsmaaAliSo اتس اوبرتيف 🤔 كده حلت عليا الطمأنينة والله يا أسماء 😂	joy	0.435
2018-Ar-03082	فول تعب عقب التمرين بس احلي شعور #خميس #ويكند #قطر #رياضة #الحمدالله	joy	0.359
2018-Ar-04084	مدري شفيكم ع دوام رمضان خفيف وسريع وهدوء \nجدا جميل والله	joy	0.516
2018-Ar-03800	الصورة بتحلى بتفاضيلها حاجات لو بس هنعملها\nنلقى الفرحة عايشة معانا ف كل مكان\nلما القلب يدق يدق يدق يدق❤#بهجه👏🎀 \n#احمد_حلمي #دنيا_سمير_غانم	joy	0.641
2018-Ar-00688	#شاهين_باحتفالية_مسرح_السلام السعادة فى القرب من الله	joy	0.438
2018-Ar-03350	#الفرحة_انك\nانك تسعد قلب حد تاني بيخاف عليك👉❤	joy	0.694
2018-Ar-04253	- شوق عظيم ل ليالي رمضان و روحانية رمضان فاللهم حسن البلاغ 💛 🌸 '	joy	0.578
2018-Ar-03243	صباحكم #مدريديستا 💪 ⚽ #فرحان من امبارح والله 😍	joy	0.710
2018-Ar-03986	#حيوية_الربيع على طول خلك ماشي 🏃	joy	0.391
2018-Ar-02794	طيب لما انت موكوس ومعندكش روح الفكاهة بتكاب ذكية زكية ومهذبة مهزبه ليه	joy	0.235
2018-Ar-03177	تقبل الله منا ومنكم صالح الأعمال #عيد_سعيد #عيد_الفطر1438 #شوال #عيد_الفجر	joy	0.516
2018-Ar-01517	#حروف_وقهوة #عيد_الفطر ليس ال #عيد من لبس #الجديد وأنماالعيد من امن الوعيدوليس لمن لبس الرقيق انمالمن عرف #الطريق #عيد_مبارك #اجازة #سعيدة	joy	0.483
2018-Ar-03917	✨ تقبل الله منا ومنكم ✨ وعيدكم بهجة لا تغادركم أبدا	joy	0.578
2018-Ar-02659	الف مبروك ومن صبر نال والله يديم عليكم الفرح والسرور	joy	0.750
2018-Ar-02924	اليوم حلمان بالسيباس قمت من النوم ناشف ريجي وميت من اليوع 👀 أخوي هذا من #الرجيم وله من #غنجةوملاس 🐟 #تعبان #حلم 😑	joy	0.145
2018-Ar-01819	صباحي في اتم الارتياح انك الحلم الذي تحول الى واقع بمشاركة الاماني واحلام بالمنام	joy	0.625
2018-Ar-00226	باذن الله ورضاه تكونين ك اميرة الاندلس ع راسها تاج من ذهب فخر وشموخ وعزة واصالة ذات طابع عربي /	joy	0.629
2018-Ar-03804	أشهر عبارتين في العالم #I_LOVE_YOU #MADE_IN_CHINA والعبارتين مافيهمش لا #أمان و لا #ضمان	joy	0.234
2018-Ar-00863	اذان الجمعة على اصوات المطر رائحة البخور قهوة امي ضحكة ابوي ما بقى حزن بالدنيا	joy	0.531
2018-Ar-03534	متطوعو الاردن الأن مع الاطفال يقضون ساعات من الفرح في حديقة الحيوان 😍 😍 #متطوعو_الاردن #تطوع #سعادة #احسان #نفطر_سوا	joy	0.517
2018-Ar-04063	- - يارب أكون من الناس اللي غيروا حياة أحد اللي اعطوا شعور بالفرح ولو بسيط اللي مروا وما ضروا 💚 🌸	joy	0.597
2018-Ar-01415	سأدعوا الله ان يمتلى قلبك فرح ولآ يعرف الحزن لقلبك الطاهر طريق سأدعوا الله ان تتساقط دموعك ضحكا وان يحقق كل ماتتمني❤	joy	0.594
2018-Ar-04262	معندكوش انتوا روح الدعابة خالص	joy	0.081
2018-Ar-00742	رمضان 🍶 +نجاح الدراسي 📖 📓 +العيد 🍥 =#فرحة☺☺ أتمناها #لكل 👥 من قال #أمين✌	joy	0.677
2018-Ar-02587	#بهجة_أمل \n١١٨.كمية الضحك اللي قاعدة اضحكه مو طبيعي \nفطست ياربي ..للحد اللي وجهي صار حار 😅\n💕💕💕💕💕💕💕💕	joy	0.922
2018-Ar-00738	مزاحمني شعور حلو كثيير 💙 💙	joy	0.797
2018-Ar-03596	البسطاء يمتلكون أرواح نادره جداتجدهم بمظهر متواضع لكنهم بمحتوى باهض وراقي ينعمون بهدوء النفس لأنهم يمتلكون كنزالقناعة #سنام_المجد_للدعم	joy	0.250
2018-Ar-00040	#فرحو_المواطنين تره الشعب محتاج فرحه ويستاهل خير الكويت خلوه على الكويتين شوي	joy	0.500
2018-Ar-03808	اللهم لك الحمد رضا الله سعادة دائمه #السعوديه_الثالثه_في_السعاده	joy	0.645
2018-Ar-04013	نفسي ف مفاجأة تخليني منشكح انشكاح منشكحهوش منشكح في تاريخ المنشكحين 😅	joy	0.469
2018-Ar-02479	#ترفيه_تغريبي وزير فشل في القيام بعمله في اقل من ثلاثة شهور لاسلوبه و سولكه مع المواطنين يريد ان يغير اخلاقنا و مجتمعنا المحافظ	joy	0.219
2018-Ar-02337	اللهم يا حي يا قيوم جمل يومي بخبر جميل يثلج صدري و يبهج قلبي و فرحة لم أحسب لها حساب	joy	0.450
2018-Ar-00727	ما بقه شي للعيد ، حبيت أكون أول واحد أهنيك كل عام وانت بخير، بسمتك تخلق لي الفرحه من حيث لا احتسب ، جعل الي أحبه مايجوف اله السعاده 💙.	joy	0.500
2018-Ar-02857	#فرحان عايز أضحك	joy	0.797
2018-Ar-02731	@Talat_Habibu انا خلصت الماتش و قعدت اتفرج بردو عليهم في الاحتفالات	joy	0.344
2018-Ar-00567	اتمنى من الهلاليين ان يفرحو ببطولتهم دون الاساءه للاخرين معا لنعيد الدروس الهلاليه في طريقة الافراح الملكية المميزه 💙 💙	joy	0.435
2018-Ar-00713	#شكرا_حسين_عبدالغني ك عالميه اتمنى الخبر صح 💛 💜 ف اعتزالك يحفظ ذكرى طيبه لك مع العاالمي ارجوا لك حياه سعيده بعيدآ عن الكوره لان عمرك ف نزول 🌺	joy	0.469
2018-Ar-00150	فرح قلبي أستمده من ضحكة أمي	joy	0.844
2018-Ar-04211	@3hod04 اليسا فناناتي المفضلة من البوم بدي دوب 😘 و ائل كفوري . . . و كاظم الساهر لانو يغني لنزار قباني و الباقي مود اجنبي 👻	joy	0.422
2018-Ar-03978	جهز الإبتسامة قبل أن تمد يدك للمصافحة فمصافحة دون ابتسامة لا تقرب قلبا ولاتمنح سعادة	joy	0.500
2018-Ar-03869	اقول لك تصبح على خير الدعا واجمل سلام و اصبح على صدق المحبة واجعل الخافق طهور #سعيد #جروب_النخبة	joy	0.328
2018-Ar-00364	مانا لو محستش ان بيتي مقبرة مش هروح \nولا عايزاني أنتحر بره 😂😂\n#بهجت \n#ريح_المدام 2017\n@AkramHosny !	joy	0.250
2018-Ar-03127	#قناعة حياتك من صنع أفكارك سعادة الإنسان أو شقاوته أو قلقه أو سكينته تنبع من نفسه وحدها ☕	joy	0.469
2018-Ar-00724	معاك الحياة دائماً تحاصرني بالفرح والرضا\nكأنها ملزومه تضم قلبي وأنتِ معاي.	joy	0.703
2018-Ar-01212	شفت الي يضحك ودايم مبسوط صدقني لو قالك الي بقلبه راح يبكيك 😞 💔	joy	0.344
2018-Ar-02162	@Glll_9 تسلملي عيونج 😘	joy	0.339
2018-Ar-02536	بحب جدا الناس البسيطه اللي كلمه صغيره او خروجه عاديه او قعده حلوه ممكن تفرحهم بحب اتعامل معاهم جدا وممكن يفضلوا ع بالي طول الوقت 💙	joy	0.703
2018-Ar-02651	@ama__ana ههههههههه انا بحب التشويق جداً واصلا مبتفرجش ع مسلسلات بس دة شدني	joy	0.406
2018-Ar-04103	- ليه ساكتيّن؟.\n- تكفينّي الطمأنينة معاها🖤💤!	joy	0.367
2018-Ar-01052	والله بروج انتي من يوم ما اشوفك ابتسم لا شعوريا وجهك يجيب الانشكاح والتفاؤل ماشاءالله 😍 😂 💗	joy	0.844
2018-Ar-00790	قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو	joy	0.672
2018-Ar-02386	@sherine \nاول مره في رمضان  دايماً مستحيل تقدر تنساها  \nفرحه كبيره ليك و لغيرك مستحيل تقدر تنساها #شيرين\n#فرحة_أول_مرة	joy	0.688
2018-Ar-02674	بوفون: عندما تشارك الفرح مع زملائك في الفريق وبوجود العائلة والأصدقاء في المدرجات وهم سعداء لك وتكون سعيدا معهم هو أعظم الإشباع #ASMJuve	joy	0.563
2018-Ar-04267	ده انت الأمل في العيون.. و النشوة ساعة الجنون❤	joy	0.726
2018-Ar-03426	بتنام بدري ع اكونت وتسهر لوحدها ع اكونت تاني وده قمة اللهو والمجد ميكس كده مع بعضه ظريف 🚶	joy	0.203
2018-Ar-04219	وش احكي للناس عنك؟\nاقول لهم اني ملكت نعمه وفرحة سنين❤❤.\n\n@toseq8	joy	0.781
2018-Ar-00633	يسعد قلبك ويملي أيامك بهجة وسعادة يارب 🍕 🍕	joy	0.656
2018-Ar-04203	صور انهارده مُبهجة 💕💕	joy	0.703
2018-Ar-00082	#السعادة هي أن يقال اسمك في دعاء أحدهم كل يوم و أنت لا تشعر يارب سخر لنا من عبادك من يدعون لنا	joy	0.645
2018-Ar-01179	@yellow1010101 @s_almogren مبسوطين ولله الحمد والمنه ولا حاسين بنقص ولا غمه \nالله يطول في اعمار حكامنا مش مخلينا محتاجين لحد	joy	0.563
2018-Ar-03780	هه #خفيف	joy	0.234
2018-Ar-01570	وابدأ افتكر كل حاجة حلوة من تاني كده، كمية التشويق اللي في الموضوع ده كبيرة جداً واتمني يكون في حد عنده نفس الرغبة دي عشان ماحسش نفسي عبيط	joy	0.297
2018-Ar-01866	اليوم حلمت اني إضحك ع سين من الناس وصحيت بالضحكه 😄 😄 المشكلة اني يوم صار سعيد هه 🏃	joy	0.734
2018-Ar-00638	لو كتبنا كل ما هو جميل عشناه لوجدنا قلبنا يفيض سعادة وراحة ولتخلصنا من ذكريات سيئة وصارت كل ذكرياتنا هي لحظات عشناها بسعادة مع من نحب	joy	0.548
2018-Ar-01698	اللى هو أنت خايف تاخد خطوة #للمجد لتندم وخايف تفضل مكانك في #اللهو لتندم برده :؛	joy	0.189
2018-Ar-00840	خليك دائماً مبسوطه وخلي ابتسامتك دائماً على وجهك لأن الدنيا محتاجه ابتسامتك وفرحة عيُونك وضحكتك💙. @Xr89r	joy	0.734
2018-Ar-01166	فكأنه صب بباب حبيبة متوسل مستعطف مسترحم والجدول الجذلان يضحك لاهيا والنرجس الولهان مغف يحلم صور و أيات تفيض بشاشة حتى كأن الله فيها يبسم	joy	0.339
2018-Ar-02274	هي مش فرحه بندق لا هي حفله بندق😂😂🏃🚶دايره يابا \n\n#فرحه_بوندق	joy	0.758
2018-Ar-02815	بعيد عنك .. حياتي عذاب\nمتبعدنيش بعيد عنك\nمليش غير الدموع أحباب\nمعاها بعيش بعيد عنك #كلثوميات	joy	0.266
2018-Ar-04142	توكل على الله مع التهليل والتكبير وتزول هموم القلب ويعيش مرباعه 🌹	joy	0.516
2018-Ar-01427	إعجاب + حب + زواج = نهاية سعيدة	joy	0.531
2018-Ar-01663	@Noorkhamis2 حلوة ترى قلتها للي معاي في الجم صار ضحك وفكاهة	joy	0.533
2018-Ar-01451	قالت لي #صديقة أنت #جميلة حين تبتسمي وهناك شخص يخشى أن تحزني كوني سعيدة ف #عيناك تصبح أجمل حين تفرحي وهاأنا #سعيدة بتطبيق نصيحتها 💕	joy	0.734
2018-Ar-02509	#ميلاد_أسماء٩٦ حبيبتي كل عام وأنتي بخير يارب وجعله عمر فرح وسعادة يارب قلبها 😔 ❤️❤️❤️	joy	0.694
2018-Ar-02639	@Eno0305_108 طب انا بلعب جيم ومبجوعش قالولي شوية وهتبدئ تجوع ومفيش جربت كذا فاتح شهية و معملوش حاجة عندك اقتراحات؟	joy	0.219
2018-Ar-00039	@sleimanfrangieh @rimafrangieh يا فرنجيه مين ادك كل اناس بتحبك ما تشغل بالك في جبران مش محرز يضيعلك وقتك #عرس_الزعامه	joy	0.516
2018-Ar-00154	مُش أحياناً،إنما إنتِ دايماً في بؤبؤ عيني.	joy	0.375
2018-Ar-03682	@F1408a هههههههههههه\nالله يسعدك أم حمود ضحكت من قلب..\nصباحك #سعادة ي الغلا	joy	0.781
2018-Ar-00424	احب جو الصباح اتلذذ فيه هدوء وسكينه وفوق ذا فاطره يالله بسويلي سناك وبقوم اتابع فلمي 💖 ✌ 🏻	joy	0.547
2018-Ar-04001	@formy1239 @6na_shmr @iraq_1981 ههههه سلم على عياك اختنا.     احبك الله واسعدك واسكن في قلبك الطمأنينه	joy	0.563
2018-Ar-03807	لا شيء أجمل من غسل الحزن بإبتسامة وإطفاء الضيق بالاستغفار ابتسم ليس بالضرورة فرحا وإنما ثقة وتفاؤل بأن الله لن يخيب ظنك 🌺 صباح التفاؤل	joy	0.547
2018-Ar-03662	مش لازم ترتبط عشان #تفرح 😍 مش شرط عينك تلمع عشان #بتحب 💞 دا ف ناس وجودها ف حياتنا #بينورها حد يفرحك ويسمعلك من غير ما #يزهق #صداقة_حلوة_بزيادة	joy	0.656
2018-Ar-02141	.فيه أشخاص مجرد ما تسولف معهم تنسي كل همومك وكل حاجه شايل همها وان كانت إبتسامة \n باختصار هي من أجمل هديا ربي.\n\nاحبك @REXZ_8900	joy	0.719
2018-Ar-00353	دام بدايتها ضحكه يعني حب كوعك	joy	0.563
2018-Ar-00251	أحيانا بعض الكلمات يكون ثمنها عمر كامل من الألم لغيرك فانطق جمالا أو لا تتكلم خير شر	joy	0.281
2018-Ar-01440	لحظة مودة💙\nلحظة جميلة💓\nلو حتى وردة 🌹\nلا مش قليلة🙈\n #ابتسامة	joy	0.641
2018-Ar-03075	طب انا اقسم بالله بسمع اغنية راجعين جسمي بيقشعر حلاوة اول حلقه وانشكاح اول حلقه بكل مافيها من احاسيس متلخبطه 😍 😍	joy	0.597
2018-Ar-03615	حكمة اليوم :\n\nعليك بصحبة الفاسد\n\nعند المصيبه تجده يبحث عن ألف حل 😄\n\nأما العاقل فـ يقول لك\n\nياما نصحتك من قبل ، لكن الحمار حمار	joy	0.219
2018-Ar-01582	كل عام وأنتم بخير وتقبل الله منا ومنكم صالح الاعمال #افراح_العيد	joy	0.656
2018-Ar-00116	مفيش دقيقة بتعدي من غير ضحك هموت 😂 😂	joy	0.887
2018-Ar-04380	حاول انك تكون للناس الي حواليك 😍\nضحكة 😁 فرحة 😊 ملجأ 👌 دعوة 🎀 \nوتأكد انه السعادة الي بتعطيها لغيرك 🙈 \nرح ترجعلك بيوم من الايام .. ويمكن اكتر	joy	0.766
2018-Ar-00472	انتي مرح و فرح و بهجه وسرور وكل أسباب السعاده 😴 ❤️❤️	joy	0.797
2018-Ar-02320	فرحان عايز اضحك 😂 😂	joy	0.887
2018-Ar-04011	كل سنة و كل الفريندس اللي عندي طيبين سوااء اعرفك اوو معرفكش وعيد سعيد عليكم وعليناا ان شااء الله 😍 👐 #فرحةة_ليلةة_العيد 😘	joy	0.766
2018-Ar-02609	انتي جنه ف حد ذاتك 💟 انتي ذاتك شئ كبير 😍 انتي ضحكه ف وقت حزن 🤗 انتي وقت الشر خير 🌷 ⚘	joy	0.625
2018-Ar-03609	وش معنى مجيد يساعد سرور سعد يساعده 😉 😂 😂 #شور_بيت7	joy	0.453
2018-Ar-00104	ماعليك زود ياالجوهرة كلك لطف وحبابة يسعدك ربي 😚	joy	0.500
2018-Ar-00643	@ahmedne12 لو جبت 26/30 هبقي فرحان فشخ	joy	0.547
2018-Ar-01185	اريد الإنتحار 🐸\nامنعني بثلاث كلمات خليني أشوف اسلوبك ف الإقناع 😃	joy	0.125
2018-Ar-00583	من المعيب أن تدفع أموال طائلة على زينة الاحتفالات والبهرجة الفانية..\n\nوالله يقول ( من ذا الذي يقرض الله قرضا حسنا فيضاعفه له أضعافا كثيرة..	joy	0.258
2018-Ar-03824	@Yasser_Y20_Y20 @hamzah20200  انا أحب ياسر وأتمنى يحرث الملعب حرث \nللأسف ماعنده شي يضيفه غير الترزز للفلاشات \nهذا هو الواقع  😗	joy	0.281
2018-Ar-00621	قالت لزوجها : شايف الرجال اللي يرقص ذاك 😊\n\nقال لها :ايه شايفه😊\nقالت ذا قبل خمس سنوات تقدم لي ورفضته😨\nقال لها ما شاء الله إلى الآن يحتفل\n\n😂😂😂	joy	0.406
2018-Ar-01881	@AlmajdChannels @mjeed999 .\n.\n\n#دكان_الحارة16\n\n1286 ريال\n\nولنا معكم لقاء ي مجدنا ويا فخرنا 😘\n\nيالله عفوك ورضاك والجنه 😘🌹	joy	0.453
2018-Ar-03040	بس حالياً قام أتأمل الفكرة شوي خصوصاً إن كلكم طلعتم بنفس الوقت أحس كأني أتعرف على نفسي\عليكم شيء جميل, أحس هذي لحظة حيوية مفعمة بالحياة شوي	joy	0.375
2018-Ar-02593	ادام الله أعيادكم كثير من البشر تتألم واجمل شي بأنك بتتألم من الوحدة بالغربة والأجمل أنك سعيد من اجل اسعاد الناس الليلية عيد اتنين احباب "	joy	0.359
2018-Ar-02906	دي حاجه كده اكبر من اعلان بكتير :D ده سر سعاده وانبساط غريب و بدون سبب يملك كل المفاتيح	joy	0.667
2018-Ar-00245	يا باغي الخير أقبل #فرحهم_ب_كسوة_العيد كن سببا لإبتسامة يتيم أو محتاج	joy	0.609
2018-Ar-01653	#فرحة_روما_بنت_المعلمين ألف مليون مبروك يا رووما وربنا يتمملكم ع خير بإذن الله ويسعد أيامك ويملاها فرح وبركة دايما يارب 😍 😍 ❤ 😻 ✋	joy	0.710
2018-Ar-03787	أحببت هذا اليوم جدا كنت تضحك انت فأبتسم أنا تتحدث فأقع في حب أحاديثك تقبلني و أبلغ عنان السماء حبا قربك الأمان و كل مادونك غربة	joy	0.781
2018-Ar-02499	@na00011 @SamtiSaad انت انسان  تعرضت لواحد منسم   ضروري ترد عليه     الحمد لله و الشكر  الاشكال هذي من البشر لا يرد عليها  باي	joy	0.219
2018-Ar-01340	#ابتسم و لئن جرعت العلقما فلعل غيرك إن رآك مرنما طرح الكآبة جانبا و ترنما ❤️	joy	0.438
2018-Ar-02251	يارب خبر يشّبه الغيث، وفرحة تمحِي كُل حُزن، وفرَج لكُل صابِر، وشِفاء لكُل مريض، وإستجابة لكُل دعاء،إنّك على كل شي قدير❤ ..	joy	0.422
2018-Ar-03208	قلبي يحب اهل النفوس الخفيفه \nاللي بهم عن جاير الوقت تخفيف \nاللي ليا جيتهم وهموم قلبي كليفه \nخلوني اسج عن جميع المواليف	joy	0.359
2018-Ar-02572	اللهم احفظ لي ضحكة ابوي و حنية امي و قلوب اخواني و سعادة اهلي يارب العالمين❣️	joy	0.641
2018-Ar-02690	الليله #رافعين اعلمنا 😍 الليله ليلة #انتصار 💪 ووراك يا #مصري من البدايه 💚 والغربي مولعها #نار 😄 يارب العالمين رجعنا منصورين ❤ 💪	joy	0.641
2018-Ar-02987	ولأن السعادة بيد الله نحن دائما بخير 🌹 #التفاؤل #سعادة #اعجبني	joy	0.758
2018-Ar-00987	و الله مهما كانت سعادة كل الناس مش هتوصل لسعادتي و فرحتي النهارده 😍 😍	joy	0.952
2018-Ar-04164	#فرحتنا_بالعيد_تكمل_ب رضا ربنا	joy	0.672
2018-Ar-04279	#الفرحه_انك تفرح حد غلبان بجد كفاية عيون الفرحة والسعادة لما يفرح بتحس انك انسان ليك قيمة ❤	joy	0.750
2018-Ar-03581	#ميلاد_حِلوي_زيون \nعشان اليوم يوم ميلادك ي عسى عيونك الجميله م تشوف الا السعاده وعسى ضحكتك ماتفارقك وكل عام وانت نعمة تبقى لي إيود عمر🖤.	joy	0.594
2018-Ar-00124	راحة القلب بحس شخص 💙 🥀	joy	0.406
2018-Ar-03507	#السعاده مرتبطه ب #الايمان ايمانك بان الله خلقك وهو يرى الخير لك فلن تجد #سعاده بعيد عنه امن فقط وهو سوف يرعاك فما اجمل الحياه قرب الله	joy	0.641
2018-Ar-01298	#عيدكم_مبارك كلل عام وانتم بخير جميعا وعسى اعيادكم كلها فرح وسسعاده 💞 💌	joy	0.578
2018-Ar-02632	@Als3raan1 بالتوفيق وبالرفاه والبنين ومنه المال ومنها العيال 😗	joy	0.547
2018-Ar-01699	ايها النجم الرائع لقد اعطيتنا جميعا بهجة في حياتنا فكلما نجحت عوضتنا عن كثير من لم نستتطع تحقيقة	joy	0.703
2018-Ar-03419	طاب يومك بكل سرور	joy	0.742
2018-Ar-00874	سبحان من جعل #تكبيرات_العيد 🎈 🎊 🎉 🎈 مصدر #بهجة و #راحة للقلب بعد فراق #التراويح 💔 ~•	joy	0.781
2018-Ar-00687	لك الحمدلله ي رب العالمين متخرججه واخيرا شعور جمميل لا يوصف 😭 😭 الف الحمدلله #فرحتي_بنجاحي	joy	0.844
2018-Ar-02581	#الازمه_الخليجيه تشرفت بلقاء الشيخ تميم بن حمد وكان غارق في التفكير وبعد حديثي معه أخذ يضحك وبدى مسرور وبعدها افقت من الحلم لعله خير	joy	0.258
2018-Ar-01942	بكرة يوم حافل:\nبتبدأ إجازتي\nبتطلع نتايج حركة النقل\nيوم ميلادي\nنهائي كأس الملك\nخميس\nمممم وش باقي🤔	joy	0.484
2018-Ar-00390	كل عام واعيادنا اجمل بوجود والدينا وهم بصحه وعافيه وجميع افراد عائلتي الغالية كل عام والجميع بخير	joy	0.766
2018-Ar-03312	لو اجتمعو ع ان يضروك بشيء لن يضروك الا بشيء قد كتبه الله لك 😍 #اطمئنان	joy	0.367
2018-Ar-00515	إنه يعرف جيدا كيف يضع بداخلي شيئا مضطرب لا يهدأ دونه	joy	0.219
2018-Ar-03204	@mostafa_nanos1 ليه كده يا صاصا بس ده حتى كل واحد فى مجموعه لوحده يعنى المفروض تجيلك البهجه دى لما منافس المجموعه بتاعتك يخسر مش الاهلى 😀 😀	joy	0.422
2018-Ar-02968	ل اهلي ل من أحب ل كل شخص لطيف مر بحياتي ' كل عام وانتو بخير كل عام والفرحه تغمركم وابتسامتكم الجميله م يعكرها حزن 😘 ❤️	joy	0.672
2018-Ar-03686	لا شيء أجمل من إشراقة صباح هادئ يقول لك فيه من يحبك صباح الخيرفيغدو الصباح صباح الخير والحب والأمل والهدوء والنشوة وكل الأشياء الجميلة 😍 💙	joy	0.774
2018-Ar-02093	@almobarqa3a اي لاحظت التأخير بين التغريدات قلت اكيد مشغوله 😀	joy	0.344
2018-Ar-00090	وإنكتبلي أكون #معاكي وأبقي بيكي وأبقي #ليكي وأبقي ضحكه تفوت ف #حزنك تمحي كل دموع #عنيكي 🌹	joy	0.453
2018-Ar-01963	#احتفالات_عيد_الرياض\nزينوا الشوارع بس ترا ملينا من الزحمه خلوا عني الاحتفالات والحركات اللي مالها سنع ومو لايقه عليكم😤😖	joy	0.355
2018-Ar-00935	ماأشبه ليلة البارحة بحلم طفل صغير يطير بجناحيه إلى الفضاء الفسيح يرى من تحته كل البشر يساعد هذا يمازح يبتسم يصرخ منتشيا سأظل حرا مع الطيور	joy	0.531
2018-Ar-00356	مركز أبولو دبي و مركز أبولو دبي فرع أبوظبي يتمنو لكم عيد فطر سعيد ومبارك #أبولو #عيد_الفطر #تبريكات #دبي #أبوظبي #رجال #معايدة #فطر_سعيد	joy	0.484
